Author ID,Title,Content,Publish Time,Likes,Favorites,Comments
佑佑a,不用太美，长的干净就好,"通透的肌肤，垂顺的头发，足矣！
氛围感就赢在干净二字
舒服耐看才是王道，松弛感拿捏。
#肤白貌美显气质 #浪漫生活的记录者 #可甜可咸御姐范 #现代女性的美 #今天仍然是自己喜欢的样子 #美是一种感觉 #干净的圈子规律的生活 #舒服的状态 #永远做自己喜欢的样子 #我的美独一份",2天前 江苏,26,5,4
Mable是小绵绵呀！,大象那么可爱，我却只想看她！,"在大象营看到了超可爱的小宝宝，
一个人坐在地上，抓小石头玩着，哈哈哈
我就恨当时怎么没有带个大麻袋呢！
这次陪伴我们的是一大一小两只大象，
小象有点顽皮，时不时要玩玩泥巴~
饲养员就会让大象去管管孩子！
导游小姐姐还带我们看刚出生的小象~
#与野生动物零距离 #保护野生大象
#大象营 #清迈旅游 #泰国",7天前 浙江,3653,255,101
困,📷～,#来拍照了 #有点东西在的 #感觉至上𖦹ࡇ𖦹 #女大,3天前 河北,133,18,10
简桉祎.y,,#不是今天拍的但是今天想发 #女明星 #氛围感头像,3天前 山东,2,1,评论
Tian.,请永远相信煤老板的审美！！！,"外地的朋友如果来太原旅游想去太原植物园，那请看完这篇笔记再决定是否要去
	
自驾导航停车场🅿️就可以，10元一次
	
作为土生土长的山西人，按常规逻辑来说我该以推广的形式向你们宣传这里有多好多好了吧，不是的，虽然有点标题党，但我还是想写一点大家没说过的
	
这里最火的无非就是这片亮灯的星空电梯观景台，如果，你只是为了看这个建筑，只是想拍照，那可以的，票价50，只要喜欢觉得拍照值得，当然没问题，如果是想逛逛植物园，晚上顺便看一下这个的话那就得考虑一下了
	
那几个球里的植物真的不多，很快就可以逛完，可能因为我对这些不感兴趣，感觉很一般，里面有很多馆是需要单独收费的，游览车一人10块（人多的这种）双人的好像68一小时真的贵哎前段时间去的，下午4点多到的，晚上8点多才亮灯，真的是硬生生的等，等的人还超级多，还赶上下雨🌧️晚上亮灯拍照的人就更多了总体来说体验感一般，对我来说去一次不会再去
	
还是欢迎全国各地的盆友来太原玩儿呀，太原隔壁的榆次也有很多好吃的和值得去的地方哦～
	
#太原植物园 #太原旅游攻略 #太原旅行攻略 #太原植物园拍照",06-21 山西,34,9,7
RosyLus,露思早期演技就这么绝了吗,#赵露思 #蓝色生死恋  #赵露思早期,编辑于 4天前 河北,2851,181,134
花花,,阳光、白衫、窗景，还有藏不住的笑意。简单比个 “V”，记录此刻，生活明朗，万物可爱🌼#书卷气的女孩子,07-10 广东,42,27,2
我是叶子,当向佐照镜子,,07-09 中国,422,29,185
张默尧,,私企公积金基数25000，大数据平分低，有没有硬渠道能弄的,3天前 陕西,7,收藏,19
仙儿宁,22岁太短，送自己一场毕业旅行吧！,"恍然发现，大四毕业后的暑假大概是人生zui后一个“自由”的暑假了吧…很多不曾珍惜的时光忽然就变成了美好的回忆
毕业旅行去了厦门，真的是个很安静很美的城市。习惯了快节奏的生活，在海边放空自己真的是很好的放松。
作为一个不爱计划的J人，这场旅行能够愉快且轻松多亏了@圆周旅迹 ！不爱做计划的宝可以试一试～
✨确定好目的地和时间后选择“智能规划”，会根据旅行偏好立刻自动生成旅行日程（p3-p4）。
✨如果需要变化还可以编辑路线，随时调整日程安排。
✨还有我很喜欢的“点💡亮”功能，每一个景点都可以“点💡亮”，记录下自己的心情与感受，旅行结束后回看都能体会到当时的心境（p7-p8）。
毕业后的假期总是弥足珍贵的，快约上未来很难再见的朋友，赴一场山海之约
#毕业旅行 #小红书毕业摄影季 #跟着兴趣去旅行 #圆周旅迹 #1分钟搞定旅行规划 #宝藏APP #以毕业之名出发 #旅行好去出 #大学生毕业旅行 #女大学生",编辑于 6天前 陕西,729,167,79
加加➕➕,,【芦田爱菜】曾经的她也是个爱玩爱撒娇的小女孩。神级演技!!!,编辑于 昨天 21:39 广东,4977,643,143
Ivy讲外呼🍀,突然发现女朋友做电销思路好清晰啊！,"当客户问“最低多少钱？”时：
❌ 错误： 直接报底价（陷入价格战）
✅ 高情商话术： “价格取决于配置和需求匹配度呢！关键得看是否真正解决您的问题、符合您的预算。 不如先说说您的核心需求，我帮您挑最合适的方案？”
👉 核心：转移价格焦点 → 引导需求表达 → 掌握方案主动权
-
当客户说“太贵了！”时：
❌ 错误： “一分钱一分货”（显得说教）
✅ 高情商话术： “价格确实反映价值，但‘贵’或‘便宜’不是绝对标准，关键在于是否‘适合’您当前的诉求。 理性消费，选对的不选贵的，您说对吗？”
👉 核心：接纳情绪 → 重塑价值标准 → 绑定问题解决导向
-
当客户坚持“找领导申请”时：
❌ 错误： “我去试试”（被动且示弱）
✅ 高情商话术： “王总，看得出您很专业！如果您心里有预期价位，不妨坦诚告知。 能成就皆大欢喜；不成，也当交个朋友！我敢承诺：您若找到同质低价，我立刻退出！”
👉 核心：反将一军，引导亮底牌 + 品质自信承诺。
-
当客户质疑“价格最低吗？”时：
❌ 错误： “绝对最低”（苍白无力）
✅ 高情商话术： “王总，谈到这份上还藏着掖着，您拉黑我都应该！ 现在市场这么卷，我怎会坚持高价把您推给对手？价格绝对透明公道，您放一百个心！”
👉 核心：强势承诺+竞争环境暗示，建立信任背书。
-
技巧本质剖析
这套话术的精髓在于：​用心理博弈替代对抗，通过三步实现破局：
①​情绪疏导​：先接纳客户感受，降低防御心理
​②认知重构​：将价格争议转化为需求匹配度讨论
​③主动引导​：用专业姿态把控节奏，推动共识
真正的销冠都懂：客户压价是表象，深层需求是害怕吃亏和渴望被重视。当你能同时满足这两点心理诉求时，成交自然水到渠成
#电销#销售#电销人#外呼#电销话术#外呼系统",2天前 湖北,704,410,13
Cccc,我想和你赏最美的风景 看最长的电影,"好想陪你到下一个26年🥺🥺🥺
#蔡依林Jolin #幸福就在下一个转角 #在亿万人海相遇 #对你怎么可能轻描淡写 #蔡依林",2天前 江苏,196,30,9
ZHOUZHOU,江浙staycation|七月进山吸氧🌳,"周末度假 和姐妹逃离喧嚣
酒店面朝大山⛰️ 很适合喜木之人
有个特色登云梯，藏在悬崖峭壁之中
到山顶可以欣赏丹霞地貌 风景很好
安岚值得探索的地方还是很多
	
室外双泳池，红酒吧，雪茄吧，影院ktv，峡谷徒步，马场，云疗sap，可以预约疗愈，香薰课
早餐很丰富 口味也清淡 喜欢他家炒年糕
里面有很多儿童场所，适合一家人出游
#一起进山吸氧
#周末避世计划
#小众避世酒店
#住进森林里",2天前 浙江,364,102,7
茂健,,债务重组怎样申请？？,2天前 马来西亚,2,10,21
国央企程主任,提拔成为国企中层，是毁掉一个人的开始,"加班到深夜，电梯里遇见同样晚走的实习生，对方怯生生问：“领导，您每天都这么拼吗？”你扯了扯皱巴巴的衬衫领口，想说“其实是身不由己”，话到嘴边却成了“习惯了”。
这大概就是中层的日常：像被夹在齿轮间的轴承，对上要咬着牙接住那些“必须完成”的指标，哪怕心里清楚其中的不合理；对下要压着情绪化解团队的怨怼，哪怕自己刚在办公室挨了批。桌上的绿植换了几茬，抽屉里的降压药却从备着变成了常吃。
项目落地那天，庆功酒敬了一轮又一轮，领导被围着说“高瞻远瞩”，你默默把最后一份收尾报告发进群里；方案出纰漏时，会议室里最先被点到名的是你，“协调不力”“把控不严”的帽子一顶顶压下来，连解释都显得像推卸责任。
你渐渐成了同事眼里“永远在线的传话筒”，是领导口中“能扛事的自己人”，却再没机会像从前那样，安安静静做一份自己满意的专业报告。
最熬人的不是体力透支，是心里的拧巴。想对下属松松手，又怕上面说“管理太松”；想跟领导争个道理，又怕落个“不服从安排”的名声。夜里躺床上，脑子里不是没处理完的OA审批单，就是明天要调解的矛盾，连做梦都在回答上级问询。
可偶尔也有瞬间让你心软：那个总抱怨“指标太重”的老员工，悄悄帮你分担了本该你做的报表；那个总催你“快点推进”的领导，在你请假陪孩子看病时，破天荒说了句“先把家里事处理好”。这些细碎的暖，像冬天里的热水袋，让你皱着眉又挺过了一个月。
所以被问“后悔吗”，你多半会沉默——那些被磋磨的日子，像鞋子里的沙，硌得人难受，却也让人一步步踩得更稳。只是别忘了，在做那个“能扛事的中层”之前，先做那个会给自己倒杯热水、说句“辛苦了”的普通人。
#国企 #国企中层 #国企职场日常 #国企打工人 #我的职场感悟 #职场 #晋升",7天前 云南,312,175,222
俏佳人xxx,刚才是地震吗广州,我吃着饭呢  以为有火车来撞我家,06-23 广东,2.9万,1106,6681
白小白0.0,绿茵场🌳 是我最爱的盛夏☀️,"球拍在手🎾 不怕热浪🔥
鸭梨🍐 烦恼😣 班味💻统统走开叭〰️
这周的四天打了六个小时😂 终于让发球稍微稳定下来了一点💪🏻 等待教练检验中🥹…
🧢：Lacoste
👗：AngelSeason
🧦：IN SPORT
🧽：IN SPORT
👟：On #网球热土 #网瘾是网球的网 #网球  #网球女孩 #网球穿搭 #武汉网球 #走啊打球去 #网球尖子生  #见人不如打球  #好好运动记录大赛  #100天运动打卡挑战  #运动万粉助力计划",2天前 湖北,169,22,6
白鸟不栖息,反差这一块/.,"其实是翻到了自己去年（2024年3月 的桌面哈哈
当时也很用心地布置桌面 但是跟现在（照片是今年5月的 比真的差了好多 可能这就是成长吧（爆如改
主包之前属性很杂（基本上都是好感 有没有人猜猜都是谁
#慕攸所依 #莱依拉梦女 #原神 #成长 #桌面布置 #转场 #主打就是一个反差 #不就反差吗这题我熟 #反差这题我会 #成长就是一次爆改",06-27 北京,995,17,65
言.,,现在小企业发展真不容易，找银行贷款批也批不下来，中介也没有靠谱的～有推荐的么～,2天前 北京,10,2,37
LunarJiaXi_,178女大学生｜毕业后的生活真的是我想要的吗,"致即将要步入大学的高考生们～
刚走出校园 我已经开始怀念在校园里的生活了🌱
这组照片来自遥远的2022年 那时的我才大一
对未来抱有无限憧憬
那些曾经被我抱怨的早课、小组作业和食堂饭菜
如今想来竟成了奢侈
职场和校园是两种截然不同的时区
在这里，没有人会为你的错误耐心讲解第二遍
没有""期中预警""提醒你查漏补缺
当加班成为常态，
我才懂得能自由选择午后在草坪发呆的日子多么珍贵。
大学里最宝贵的从来不是知识本身
而是允许你试错的宽容环境
选修课挂科可以重修
就连荒唐的恋爱都是被默许的青春特权
建议你们：多去看看世界 感受自然 与朋友放松…
这些碎片会在未来某个加班的深夜，突然成为照亮疲惫的光
成年人的世界没有""补考""，但大学永远允许你重来～🌷
#我可以是任何样子 #大学毕业 #去爱具体的生活 #喜欢当下的自己 #我永远明媚且自由 #没有定义才是青春",编辑于 06-27 北京,2230,498,172
小红薯682E1C46,00后大学生/沉浸式创业,来看看大学生毕业创业的一天都在干嘛！上午起床后就收拾收拾马不停蹄的去郑州的一个银基动物王国玩，里边确实挺好玩的哈哈，安利一下，然后晚上刚到家就跟朋友一起吃点烧烤，聊聊天，不得不说，夏天真的绝配哈哈，但是这家的味道一般，晚上到家打会游戏，结果来了这么多人，00后还是改不了爱玩的毛病！#裸辞创业 #创业 #创业日常 #创业分享 #辞职创业 #创业日记 #创业坦白局 #零零后创业男孩 #小白创业 #大学生创业,6天前 河南,9,2,2
🧸,在太原植物园逛出了“环球旅行”感,"🌵地点：太原植物园🌵
详细地址：山西省太原市晋源区-晋源街道太谷路与晋阳大道交叉口
🚗交通路线🚗
打车和公交车都很方便，还能自驾🚗，就是需要注意太原有时小车限行限号‼️
🚌公交：
🪴直达公交308路【总耗时1小时28分】：
始发站：火车站（首6:00末7:50）到晋阳大道唐城街口（太原植物园）站下车-步行51米到达终点站太原植物园
🌷推荐公交路线611路/308路【总耗时1小时31分】
611路:建设南路并州东街口站上车-大南门（同站换乘）-乘坐308路到晋阳大道唐城街口（太原植物园）下车-步行51米到达植物园
🚗驾车/🚖打车：
大约22公里（28分钟左右）
打车花费：23元左右
🚇地铁【总耗时52分钟左右】：
到太原站西广场站（C口）乘坐地铁1号线-下元站（B口）下车-再打车约13.3公里（需耗时21分钟左右）-到达植物园
🎫门票价格以及购票方式：
	
* 旺季（4月1日至10月31日）：全价票50元/人，半价票25元/人
* 淡季（11月1日至次年3月31日）：全价票30元/人，半价票15元/人
优惠政策：
* 半价优惠对象：6周岁（不含6周岁）至18周岁（含18周岁）未成年人、全日制大学本科及以下学历学生、现役军人家属，凭合法有效证件原件可享受半价优惠
	
入园时间⌛️
旺季（4月1日至10月31日）
* 开园时间：09:00
* 停止检票时间：17:00
* 闭园时间：19:00
淡季（11月1日至次年3月31日）
* 开园时间：09:00
* 停止检票时间：16:00
闭园时间：18:00
🎈2025盛夏独有限定!错过等一年
发光气球展(7.10-8.31)
·海洋区:发光水母群+海绵宝宝打卡点，手机开夜景模式秒变迪士尼!
·森林区:狮子王装置+童话葡萄架，带娃互动感拉满。
·隐藏福利:集章手册换限定明信片(标本馆服务台)。
🌸赏花夜场延长(至10.31)
温室闭馆延长至19:00!
	
#植物园",编辑于 5天前 山西,24,17,评论
